Id,SalePrice
1461,121580.75839305234
1462,153918.4674537238
1463,186575.82415864608
1464,186388.7195323366
1465,180240.16909687786
1466,175835.93118200646
1467,139327.20192708145
1468,168326.9098592307
1469,176052.75541103823
1470,136324.98102623696
1471,191550.22940290562
1472,109068.61023781112
1473,109068.61023781112
1474,146421.22059486192
1475,130064.62007579619
1476,378068.5467628148
1477,221737.2900058301
1478,334654.81816780736
1479,341910.3930511078
1480,385562.6962432928
1481,260232.6497198036
1482,209787.92988397653
1483,191744.49412316305
1484,187431.57848623733
1485,208986.76425931262
1486,203320.10446455624
1487,379926.6134536303
1488,204046.08309168761
1489,195836.97543104552
1490,258676.12642215638
1491,202915.18690264318
1492,79029.306612936
1493,192405.07462973078
1494,268578.8222401814
1495,281396.68261409947
1496,266682.6948359775
1497,165504.18553376268
1498,185590.18831975124
1499,184493.76559900885
1500,185470.393842951
1501,181400.81831064075
1502,173636.31558263584
1503,283292.60303829686
1504,226054.04808816002
1505,211182.0371883677
1506,154422.24773871814
1507,223613.5381961533
1508,171526.57085793518
1509,161791.91348400517
1510,135709.4907018013
1511,136291.39788204592
1512,151893.8695999393
1513,128371.6034096117
1514,120348.40996459687
1515,177286.8832365718
1516,152406.85409062804
1517,185426.4464998079
1518,124057.06735370167
1519,202304.44199999722
1520,139328.27793905663
1521,139328.27793905663
1522,154948.8905029246
1523,125684.79032348184
1524,128623.39814843009
1525,128153.84665627779
1526,129219.74337792501
1527,99256.68562915864
1528,118788.47581222042
1529,138070.69809260784
1530,170161.0678001806
1531,135526.53617333015
1532,103170.82884657754
1533,140384.62970671218
1534,130452.44478173273
1535,142207.02842297364
1536,113887.58663540987
1537,95981.68523475513
1538,155087.05635922338
1539,179774.449293802
1540,106798.21626512661
1541,126682.77011786292
1542,118368.10888757424
1543,174131.53452929802
1544,89969.6871946272
1545,113546.75644652902
1546,134721.47427180462
1547,146268.0501846379
1548,114501.00016309616
1549,115787.75928220784
1550,130240.95201964029
1551,108792.12852352999
1552,133971.52646269475
1553,152892.48571393374
1554,127895.78120568136
1555,173120.03792596105
1556,136999.15703081468
1557,95609.96510185402
1558,124499.04523310313
1559,112867.60511999947
1560,145829.73781253042
1561,106294.5512478618
1562,147659.50475064502
1563,134429.38562815852
1564,175473.1259954612
1565,173016.60048914998
1566,221600.27967249058
1567,94745.4608057655
1568,229017.45985976674
1569,165392.32765753346
1570,165982.9326708434
1571,136673.5717388169
1572,132045.198389776
1573,224068.39047485133
1574,115901.22636087378
1575,218265.21420919872
1576,226730.20275351166
1577,205623.6747423016
1578,123439.92086792893
1579,147787.0478330059
1580,185600.36454644208
1581,195406.56730366382
1582,122480.81533684954
1583,239625.4614938086
1584,209033.05822717663
1585,156266.8844744507
1586,71651.24567336617
1587,122014.33746754072
1588,143730.8655286702
1589,103843.51539544138
1590,150805.3093411457
1591,110944.84565346388
1592,137003.05757140965
1593,117465.69381849862
1594,107419.59866962192
1595,129358.10782805189
1596,211988.84305952818
1597,167504.57794270464
1598,214114.53475108824
1599,199276.25198480865
1600,183491.72837192967
1601,85563.93986377443
1602,118269.63933165475
1603,109747.5178095275
1604,308780.74861507764
1605,216181.19912117987
1606,161492.92827955558
1607,124476.61325115769
1608,217519.7003625101
1609,188486.50359387792
1610,170539.71286267095
1611,148726.27616563113
1612,175100.67153163475
1613,156542.00606782708
1614,129721.2878413307
1615,98514.40191900438
1616,86087.1038357865
1617,102367.21173598724
1618,122389.29778324552
1619,162264.75630735373
1620,120401.3488439656
1621,156852.63962860667
1622,134588.38174904312
1623,232694.0385551754
1624,235406.8178214593
1625,129398.55132957418
1626,156063.15503766172
1627,181247.91984150655
1628,236435.25613580912
1629,164869.06135676484
1630,264343.9136067356
1631,202999.96610769632
1632,203484.20965296618
1633,201882.08473848065
1634,202282.11555491807
1635,202584.35510912127
1636,168990.34875090574
1637,180569.400335649
1638,204346.79278599354
1639,154702.96050277358
1640,208019.54102429023
1641,155516.7944528004
1642,283559.25219785987
1643,214862.25190016467
1644,224031.70729231377
1645,183352.25924339716
1646,160302.7183059574
1647,153098.43522100634
1648,128824.04669128753
1649,147845.218717659
1650,119506.4311820681
1651,118804.95528099651
1652,109068.61023781112
1653,109068.61023781112
1654,134325.07291156249
1655,153680.06049180275
1656,149334.14059332773
1657,137281.62504936417
1658,178424.84672536555
1659,120732.02728811903
1660,187237.37732381542
1661,368281.6650679443
1662,352072.77862554614
1663,362431.0215610234
1664,418285.36193611764
1665,331473.34456651227
1666,335009.26956627355
1667,338675.8022014422
1668,383052.19822270144
1669,354772.0656765128
1670,344984.3948641128
1671,230053.15677241998
1672,339297.18611041526
1673,241776.86760592632
1674,227172.32569007736
1675,202448.39932236096
1676,216217.7526325193
1677,201263.17289485235
1678,395624.6476276348
1679,378603.77694910456
1680,337141.1719888617
1681,309768.22937685775
1682,330402.49505878676
1683,195944.14050156006
1684,194488.8920385896
1685,206367.77284272513
1686,197300.21856808095
1687,210860.10731037034
1688,206956.9837971574
1689,212219.47438026906
1690,205847.70107612328
1691,214448.21024481676
1692,273099.23626140365
1693,210502.48896946578
1694,188504.44704325634
1695,152968.17809861532
1696,230801.46792914794
1697,149066.32691963552
1698,301100.61621858535
1699,321626.9685018734
1700,293454.28557833645
1701,281291.0223313629
1702,202821.5955902939
1703,207872.30565356632
1704,230965.63578285923
1705,307046.29443028185
1706,360077.5740591422
1707,233093.88617034408
1708,192823.3440427303
1709,224666.48878511935
1710,218138.14926327326
1711,288194.07307224267
1712,221021.5425405318
1713,246082.49250670432
1714,204640.23896291043
1715,218270.91038932998
1716,182781.5724729702
1717,197872.4345857041
1718,130496.90810592554
1719,212961.08323112104
1720,202855.60367365333
1721,179885.8753413864
1722,129883.49457823926
1723,155311.21859176317
1724,189201.22762618368
1725,228399.7134686416
1726,208699.56815552243
1727,170423.05125366972
1728,196478.65828999208
1729,177402.01845860973
1730,141065.54349654703
1731,122531.27677223459
1732,135571.65404731903
1733,130025.12886227983
1734,127090.10827498775
1735,178695.25085220288
1736,132381.20206314852
1737,228010.16199372616
1738,301753.94612790045
1739,191141.91317111283
1740,201911.17374685087
1741,205112.91967034302
1742,181400.81831064075
1743,179572.77232109697
1744,291212.0737716613
1745,231391.9962312323
1746,177526.32632795218
1747,214816.98389622825
1748,194522.40533514196
1749,182181.2853263843
1750,135566.20890357453
1751,223663.58652462187
1752,130696.95910482675
1753,125103.0723884569
1754,185818.27670427947
1755,182487.3145825395
1756,120460.67489863525
1757,122821.88929031446
